epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,precision,recall,mAP@0.5,mAP@0.5-0.95,val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,train_loss,val_loss
151,16350.4,1.08637,4.76431,1.21523,0.76846,0.72131,0.77802,0.47388,1.30031,4.89137,1.22667,0.00505,0.00505,0.00505,14.73493,37.91952
152,16457.2,1.07755,4.69334,1.21185,0.77635,0.72593,0.78191,0.46539,1.30313,4.77743,1.21912,0.00499816,0.00499816,0.00499816,14.59274,37.05734224
153,16564.1,1.09053,4.8065,1.21575,0.77144,0.73659,0.78946,0.47568,1.30859,4.80668,1.22085,0.00494634,0.00494634,0.00494634,14.8091,37.27836951
154,16671,1.08785,4.81765,1.23074,0.76762,0.74764,0.76933,0.45889,1.31179,4.77234,1.23515,0.00489452,0.00489452,0.00489452,14.822635,37.03504178
155,16777.1,1.06583,4.68085,1.20956,0.75535,0.72262,0.77369,0.46495,1.28394,4.77503,1.21249,0.00484272,0.00484272,0.00484272,14.488915,37.03247908
156,16881.2,1.07067,4.68503,1.20488,0.75531,0.71304,0.76995,0.47116,1.2804,4.65118,1.20747,0.00479094,0.00479094,0.00479094,14.522375,36.09850641
157,16986.5,1.06405,4.65019,1.21372,0.77429,0.72089,0.77306,0.46657,1.31608,4.77863,1.21718,0.00473919,0.00473919,0.00473919,14.451145,37.06401379
158,17092.2,1.06233,4.69462,1.19076,0.76138,0.72708,0.77671,0.46195,1.31641,4.76188,1.23485,0.00468747,0.00468747,0.00468747,14.448235,36.95598121
159,17197.7,1.053,4.53234,1.19308,0.83353,0.76555,0.8105,0.48662,1.27449,4.63891,1.19061,0.00463579,0.00463579,0.00463579,14.21946,35.98938869
160,17373.2,1.08209,4.73205,1.20544,0.82113,0.75203,0.799,0.47698,1.29719,4.76282,1.21004,0.00458416,0.00458416,0.00458416,14.655885,36.93806624
161,17550,1.03755,4.61881,1.19157,0.81521,0.76536,0.80328,0.47424,1.33372,4.69761,1.23276,0.00453258,0.00453258,0.00453258,14.18779,36.47163387
162,17659.1,1.05885,4.64888,1.21009,0.79949,0.74037,0.78443,0.46095,1.32327,4.74258,1.24682,0.00448106,0.00448106,0.00448106,14.40539,36.82289159
163,17768.9,1.05823,4.64877,1.19614,0.80561,0.73764,0.78934,0.4767,1.30487,4.76469,1.23149,0.0044296,0.0044296,0.0044296,14.379705,36.9733094
164,17876.1,1.07068,4.60554,1.20165,0.80213,0.76486,0.79446,0.46985,1.30425,4.69211,1.21618,0.00437821,0.00437821,0.00437821,14.438115,36.41357232
165,17981.1,1.04709,4.60954,1.19976,0.81947,0.79791,0.82029,0.47468,1.28168,4.69513,1.20723,0.00432689,0.00432689,0.00432689,14.262355,36.42719534
166,18090.2,1.06713,4.63425,1.19699,0.82042,0.76977,0.81375,0.47633,1.27912,4.67362,1.20235,0.00427565,0.00427565,0.00427565,14.43321,36.26091348
167,18198.7,1.04184,4.51431,1.19194,0.81282,0.76328,0.8117,0.47433,1.30174,4.77129,1.23811,0.00422449,0.00422449,0.00422449,14.11602,37.02912174
168,18305,1.05588,4.48388,1.1858,0.81915,0.80093,0.8347,0.48578,1.28551,4.7367,1.21248,0.00417343,0.00417343,0.00417343,14.18168,36.74399015
169,18412.1,1.03128,4.44926,1.17586,0.85448,0.79053,0.83589,0.48634,1.28029,4.59724,1.21033,0.00412246,0.00412246,0.00412246,13.94765,35.69581369
170,18520.4,1.04937,4.50455,1.19643,0.80882,0.73866,0.80396,0.48459,1.28737,4.63545,1.21193,0.0040716,0.0040716,0.0040716,14.16947,35.9839124
171,18625.7,1.02063,4.41462,1.18591,0.79856,0.74507,0.79887,0.48504,1.29195,4.63826,1.21204,0.00402084,0.00402084,0.00402084,13.84821,36.00502126
172,18730.1,1.04751,4.55683,1.19297,0.80677,0.75726,0.79562,0.48499,1.28611,4.68552,1.20983,0.00397019,0.00397019,0.00397019,14.20261,36.35718529
173,18835.5,1.049,4.56639,1.19024,0.79549,0.72478,0.7951,0.47945,1.29229,4.69826,1.21948,0.00391966,0.00391966,0.00391966,14.21925,36.46230949
174,18939.9,1.0293,4.42337,1.18513,0.80467,0.75849,0.81538,0.48259,1.29602,4.73185,1.21728,0.00386926,0.00386926,0.00386926,13.920815,36.71195889
175,19044.4,1.0431,4.51677,1.18547,0.83456,0.76786,0.8201,0.48659,1.30363,4.7511,1.21605,0.00381899,0.00381899,0.00381899,14.118225,36.85502849
176,19148.9,1.03841,4.45968,1.18395,0.78311,0.78172,0.79771,0.47598,1.31343,4.77445,1.23329,0.00376885,0.00376885,0.00376885,14.02368,37.04731828
177,19252.4,1.01995,4.44564,1.1707,0.83584,0.78066,0.80707,0.47863,1.31207,4.66149,1.2466,0.00371885,0.00371885,0.00371885,13.851315,36.21335328
178,19356.6,1.02541,4.35282,1.17361,0.81743,0.78257,0.81905,0.47853,1.32323,4.67811,1.24523,0.00366899,0.00366899,0.00366899,13.80381,36.33655849
179,19460.5,1.03575,4.44892,1.1801,0.82004,0.76368,0.80643,0.4818,1.28978,4.57819,1.21053,0.00361929,0.00361929,0.00361929,13.987195,35.55238394
180,19566.2,1.0371,4.45601,1.1803,0.80576,0.75468,0.79451,0.48152,1.29622,4.61221,1.20914,0.00356975,0.00356975,0.00356975,14.00471,35.80606963
181,19670.9,1.04032,4.48002,1.1739,0.7926,0.7618,0.78617,0.47901,1.28564,4.65341,1.20969,0.00352037,0.00352037,0.00352037,14.04327,36.11554556
182,19776,1.02449,4.41709,1.17208,0.83742,0.76064,0.81443,0.49146,1.27938,4.57695,1.2195,0.00347115,0.00347115,0.00347115,13.858885,35.55183173
183,19880.8,1.03964,4.49251,1.1824,0.8403,0.78704,0.83769,0.4869,1.3032,4.64549,1.24073,0.00342211,0.00342211,0.00342211,14.06341,36.08703817
184,19985.9,1.03269,4.45189,1.18284,0.83446,0.77193,0.82525,0.48522,1.30235,4.65584,1.21841,0.00337325,0.00337325,0.00337325,13.971325,36.14226988
185,20090.9,1.0231,4.49947,1.17365,0.8013,0.763,0.79939,0.48473,1.29123,4.62264,1.21799,0.00332457,0.00332457,0.00332457,13.933195,35.89277686
186,20196,1.02405,4.43343,1.17582,0.81146,0.76329,0.80446,0.48569,1.2972,4.64358,1.21385,0.00327608,0.00327608,0.00327608,13.877535,36.04561412
187,20301.2,1.01771,4.37625,1.17881,0.80815,0.76579,0.80281,0.48617,1.28009,4.58057,1.20351,0.00322778,0.00322778,0.00322778,13.77729,35.56262667
188,20405.4,1.01881,4.39199,1.17821,0.85489,0.79701,0.83423,0.50014,1.27599,4.54963,1.19902,0.00317969,0.00317969,0.00317969,13.80038,35.32601454
189,20509.9,1.02607,4.35781,1.17472,0.85898,0.80558,0.8376,0.50372,1.26737,4.48638,1.18842,0.0031318,0.0031318,0.0031318,13.815415,34.8409677
190,20615.4,1.0006,4.30323,1.16588,0.84739,0.78226,0.8413,0.49467,1.27363,4.50679,1.19583,0.00308412,0.00308412,0.00308412,13.55655,35.00138118
191,20720.3,1.0361,4.44233,1.18101,0.86109,0.81763,0.85903,0.49878,1.28097,4.5245,1.20359,0.00303665,0.00303665,0.00303665,13.984595,35.14189498
192,20825.2,1.01602,4.37166,1.17173,0.86938,0.83715,0.89248,0.51425,1.28141,4.55206,1.2034,0.00298941,0.00298941,0.00298941,13.749405,35.34833412
193,20929.9,1.00204,4.25546,1.17603,0.86914,0.83661,0.88643,0.51068,1.27282,4.47857,1.19437,0.00294239,0.00294239,0.00294239,13.534805,34.78805859
194,21035.5,1.03526,4.4222,1.17173,0.86648,0.82586,0.88184,0.5062,1.28171,4.5257,1.19181,0.00289561,0.00289561,0.00289561,13.944245,35.13890342
195,21139.4,1.01454,4.34334,1.16787,0.87285,0.81559,0.87934,0.50185,1.28779,4.55598,1.20575,0.00284906,0.00284906,0.00284906,13.704195,35.37987359
196,21244,1.01213,4.35849,1.1678,0.86768,0.82485,0.8775,0.50658,1.28701,4.59257,1.20813,0.00280275,0.00280275,0.00280275,13.701165,35.65660913
197,21349.4,0.98976,4.24704,1.16496,0.81551,0.79441,0.82078,0.4921,1.29272,4.61573,1.2043,0.00275668,0.00275668,0.00275668,13.41768,35.82641002
198,21455.9,0.99981,4.26572,1.1686,0.83169,0.79751,0.84459,0.49917,1.28179,4.59229,1.19748,0.00271087,0.00271087,0.00271087,13.517195,35.64372131
199,21562.1,1.00536,4.25391,1.16068,0.85203,0.8102,0.85358,0.501,1.29229,4.62658,1.20486,0.00266532,0.00266532,0.00266532,13.53513,35.90820798
200,21667.7,0.99629,4.24708,1.164,0.86202,0.82599,0.86083,0.49546,1.29805,4.61647,1.21331,0.00262003,0.00262003,0.00262003,13.465255,35.84076505
201,21771.7,1.02827,4.41348,1.16731,0.84304,0.80004,0.84053,0.49562,1.29462,4.54631,1.20249,0.002575,0.002575,0.002575,13.87647,35.3036775
202,21877.5,0.9923,4.2483,1.14713,0.82318,0.7911,0.8351,0.49823,1.29276,4.56271,1.19471,0.00253024,0.00253024,0.00253024,13.411245,35.41883036
203,21984.7,0.99235,4.23507,1.15455,0.84724,0.8283,0.88763,0.51378,1.2744,4.54585,1.18004,0.00248577,0.00248577,0.00248577,13.40952,35.27764366
204,22089.7,0.98822,4.14765,1.13848,0.82295,0.81069,0.86229,0.50932,1.2788,4.53696,1.17777,0.00244157,0.00244157,0.00244157,13.26702,35.20863236
205,22215.4,0.99501,4.23634,1.15307,0.81055,0.78146,0.82477,0.49888,1.27741,4.5365,1.18168,0.00239766,0.00239766,0.00239766,13.42852,35.20902649
206,22342.2,0.99345,4.17539,1.14361,0.84539,0.78127,0.84962,0.5018,1.27816,4.56261,1.18296,0.00235404,0.00235404,0.00235404,13.34168,35.40606606
207,22458.1,1.0004,4.20421,1.15214,0.86154,0.78517,0.84683,0.49982,1.26827,4.51896,1.17457,0.00231071,0.00231071,0.00231071,13.43542,35.07023607
208,22563.4,0.99662,4.18042,1.13857,0.86083,0.78675,0.83737,0.49844,1.26921,4.50757,1.17886,0.00226769,0.00226769,0.00226769,13.362925,34.98903654
209,22669.1,0.97698,4.14316,1.14253,0.80435,0.76162,0.80416,0.48909,1.26925,4.52206,1.17941,0.00222497,0.00222497,0.00222497,13.184305,35.09819746
210,22774.2,1.00769,4.27845,1.17102,0.84027,0.7911,0.84267,0.4942,1.27049,4.51276,1.17919,0.00218256,0.00218256,0.00218256,13.592655,35.02816384
211,22880.9,0.97088,4.19443,1.14077,0.84588,0.7976,0.84236,0.49575,1.27597,4.53708,1.18644,0.00214046,0.00214046,0.00214046,13.187185,35.21775069
212,22986.7,0.98072,4.18823,1.15739,0.85471,0.79652,0.85235,0.50286,1.27932,4.52183,1.1877,0.00209869,0.00209869,0.00209869,13.279715,35.10457304
213,23092.1,1.00284,4.23822,1.16094,0.8561,0.80423,0.86762,0.51005,1.27346,4.51109,1.17992,0.00205723,0.00205723,0.00205723,13.50093,35.01618085
214,23195.8,0.98588,4.1797,1.14659,0.85237,0.80806,0.86428,0.51194,1.27053,4.5304,1.17873,0.00201611,0.00201611,0.00201611,13.293685,35.15975417
215,23302.4,0.99353,4.23239,1.16087,0.85106,0.80729,0.84687,0.50673,1.27445,4.5244,1.18131,0.00197532,0.00197532,0.00197532,13.42517,35.11727298
216,23409.4,0.97466,4.13397,1.15143,0.82902,0.79026,0.8316,0.4996,1.27493,4.5189,1.18117,0.00193486,0.00193486,0.00193486,13.171065,35.07582229
217,23513.7,0.96523,4.06152,1.1414,0.80515,0.78144,0.81407,0.49488,1.28513,4.52948,1.18633,0.00189475,0.00189475,0.00189475,13.012845,35.16027213
218,23617.2,0.97147,4.09799,1.14594,0.82228,0.76605,0.8141,0.4958,1.28819,4.53953,1.19172,0.00185498,0.00185498,0.00185498,13.102925,35.24097747
219,23720.2,0.97568,4.08796,1.14581,0.79381,0.75789,0.79983,0.49238,1.28098,4.55513,1.18445,0.00181557,0.00181557,0.00181557,13.124275,35.35064836
220,23827.4,0.99271,4.25148,1.15465,0.80684,0.80566,0.82529,0.50241,1.27647,4.55298,1.18126,0.00177651,0.00177651,0.00177651,13.42878,35.33127477
221,23933.8,0.98348,4.1634,1.14878,0.81509,0.7877,0.82446,0.50074,1.26985,4.53202,1.17441,0.0017378,0.0017378,0.0017378,13.26267,35.1671667
222,24038.2,0.97123,4.03637,1.13863,0.84255,0.79524,0.83529,0.50332,1.27155,4.55904,1.1765,0.00169946,0.00169946,0.00169946,13.02854,35.37184919
223,24142.2,0.9545,3.9831,1.13776,0.85551,0.79538,0.83339,0.50172,1.27276,4.54167,1.17481,0.00166149,0.00166149,0.00166149,12.84849,35.23982724
224,24248.3,0.97777,4.10727,1.13615,0.85347,0.80767,0.84067,0.50621,1.27806,4.58773,1.17793,0.00162389,0.00162389,0.00162389,13.14477,35.58834084
225,24353.6,0.96268,4.08149,1.1398,0.83774,0.82858,0.84647,0.50559,1.27688,4.58378,1.17852,0.00158667,0.00158667,0.00158667,13.01129,35.55925001
226,24460.3,0.97461,4.12329,1.14673,0.8256,0.80022,0.82693,0.50325,1.27316,4.57338,1.17603,0.00154982,0.00154982,0.00154982,13.15296,35.47870473
227,24564.5,0.95411,4.03104,1.13141,0.85221,0.79884,0.84196,0.50532,1.26601,4.54073,1.17521,0.00151336,0.00151336,0.00151336,12.88398,35.23295504
228,24668.7,0.94785,4.00039,1.12543,0.84087,0.80538,0.83805,0.50539,1.26846,4.54175,1.17694,0.00147729,0.00147729,0.00147729,12.79741,35.24228094
229,24775.1,0.96234,4.08502,1.13349,0.86037,0.7825,0.836,0.50241,1.27362,4.57663,1.18101,0.00144161,0.00144161,0.00144161,13.002805,35.50789742
230,24881.4,0.97235,4.08035,1.14108,0.85262,0.79334,0.84687,0.50465,1.27004,4.58151,1.17899,0.00140632,0.00140632,0.00140632,13.084595,35.54242448
231,24986.6,0.96286,4.01787,1.12841,0.82522,0.82858,0.85067,0.50564,1.26384,4.5663,1.17408,0.00137143,0.00137143,0.00137143,12.931935,35.42338715
232,25091,0.93212,3.94063,1.13225,0.81971,0.81861,0.83923,0.50453,1.26156,4.51823,1.17175,0.00133695,0.00133695,0.00133695,12.629905,35.06048043
233,25197.1,0.96128,4.05164,1.1433,0.81132,0.8085,0.8303,0.50349,1.259,4.48833,1.17355,0.00130287,0.00130287,0.00130287,12.97619,34.83797931
234,25303,0.96514,4.07541,1.14466,0.82426,0.80755,0.83616,0.50389,1.25567,4.47535,1.17203,0.00126921,0.00126921,0.00126921,13.03095,34.73905882
235,25409.1,0.95866,4.01918,1.13718,0.84034,0.79529,0.84107,0.50742,1.25369,4.46122,1.17073,0.00123596,0.00123596,0.00123596,12.9149,34.63173394
236,25515.9,0.96338,4.01415,1.14056,0.83617,0.8185,0.84692,0.50805,1.25435,4.457,1.17081,0.00120313,0.00120313,0.00120313,12.95034,34.6001147
237,25620.1,0.94692,3.95224,1.1304,0.8512,0.8209,0.85523,0.50869,1.25579,4.46693,1.16858,0.00117072,0.00117072,0.00117072,12.74974,34.67231108
238,25726.4,0.98199,4.14091,1.13931,0.84438,0.82427,0.8568,0.5112,1.25053,4.45438,1.16474,0.00113873,0.00113873,0.00113873,13.2148,34.5742981
239,25834.1,0.95684,3.96225,1.1219,0.85033,0.83359,0.8704,0.51251,1.24885,4.45103,1.16577,0.00110718,0.00110718,0.00110718,12.8214,34.55015577
240,25939.3,0.93456,3.95033,1.11577,0.85221,0.83404,0.88277,0.51333,1.2472,4.44413,1.16672,0.00107605,0.00107605,0.00107605,12.633185,34.49930908
241,26042.8,0.95615,3.95843,1.12906,0.8484,0.84239,0.88294,0.51572,1.24784,4.46328,1.16998,0.00104537,0.00104537,0.00104537,12.823145,34.64614806
242,26147.6,0.94805,3.97464,1.12877,0.86424,0.82092,0.88232,0.51439,1.24988,4.46694,1.17114,0.00101512,0.00101512,0.00101512,12.77817,34.67471268
243,26346.1,0.93819,3.99455,1.13334,0.84095,0.8449,0.88499,0.51641,1.25163,4.47805,1.17045,0.000985311,0.000985311,0.000985311,12.730985,34.75730297
244,26469.7,0.96626,4.00966,1.1357,0.86745,0.82643,0.8768,0.51715,1.25224,4.497,1.1696,0.000955951,0.000955951,0.000955951,12.96016,34.89853393
245,26575.4,0.95991,4.05667,1.14367,0.87334,0.81509,0.88451,0.51738,1.25226,4.52823,1.16836,0.00092704,0.00092704,0.00092704,12.9715,35.13147556
246,26682.9,0.93838,3.90822,1.1173,0.878,0.80992,0.88251,0.51801,1.25115,4.54287,1.16585,0.000898581,0.000898581,0.000898581,12.62202,35.23872287
247,26790.4,0.95043,3.95912,1.13093,0.88271,0.81085,0.88297,0.51829,1.25278,4.55165,1.16547,0.000870577,0.000870577,0.000870577,12.78374,35.30415087
248,26894.6,0.95074,3.99269,1.13526,0.86611,0.82059,0.88029,0.51845,1.25319,4.56783,1.16248,0.000843031,0.000843031,0.000843031,12.82613,35.42246955
249,26997,0.92225,3.86942,1.11749,0.8383,0.83475,0.86443,0.51727,1.25338,4.5658,1.16091,0.000815947,0.000815947,0.000815947,12.46253,35.40563392
250,27100.8,0.94356,3.94061,1.1288,0.84363,0.83081,0.87298,0.5165,1.25493,4.59949,1.1592,0.000789327,0.000789327,0.000789327,12.71051,35.65655899
251,27204.5,0.94045,3.9406,1.12779,0.84874,0.83924,0.88167,0.51761,1.25669,4.63929,1.15803,0.000763174,0.000763174,0.000763174,12.68566,35.95384976
252,27308.7,0.95046,4.01611,1.13771,0.83147,0.83461,0.86483,0.51393,1.25911,4.7016,1.15791,0.000737492,0.000737492,0.000737492,12.851125,36.42101624
253,27412.3,0.9383,3.9623,1.11746,0.81585,0.8433,0.86244,0.51418,1.26154,4.71317,1.15833,0.000712282,0.000712282,0.000712282,12.67574,36.50817342
254,27516.6,0.93575,3.97049,1.12579,0.82833,0.83586,0.86453,0.51479,1.26104,4.7129,1.15816,0.000687548,0.000687548,0.000687548,12.6773,36.50594132
255,27621,0.93671,3.94715,1.12841,0.80152,0.8259,0.84974,0.51308,1.26316,4.72534,1.1597,0.000663292,0.000663292,0.000663292,12.66509,36.60074494
256,27724.3,0.94943,3.97321,1.12689,0.80221,0.82453,0.85067,0.51235,1.26212,4.72777,1.15888,0.000639518,0.000639518,0.000639518,12.78427,36.61811428
257,27827.7,0.95021,3.94135,1.11584,0.80917,0.81624,0.85143,0.51232,1.25991,4.71097,1.1579,0.000616227,0.000616227,0.000616227,12.741685,36.49109934
258,27932.7,0.92631,3.89276,1.12585,0.81848,0.81688,0.85389,0.51386,1.25716,4.70191,1.15577,0.000593422,0.000593422,0.000593422,12.52886,36.42098513
259,28036.2,0.93589,3.93842,1.12456,0.83688,0.81624,0.86533,0.51822,1.25491,4.6857,1.15376,0.000571106,0.000571106,0.000571106,12.644435,36.29736666
260,28140.1,0.93613,3.84366,1.11772,0.85098,0.81199,0.86806,0.51891,1.25395,4.66048,1.15261,0.000549281,0.000549281,0.000549281,12.541215,36.10703392
261,28246,0.9405,3.93468,1.12228,0.86711,0.81151,0.86968,0.51976,1.25032,4.63513,1.15124,0.00052795,0.00052795,0.00052795,12.67185,35.91550693
262,28352.2,0.93648,3.8948,1.12598,0.86633,0.8227,0.87711,0.52071,1.24893,4.60708,1.15178,0.000507115,0.000507115,0.000507115,12.60737,35.70564067
263,28458.2,0.92628,3.91986,1.12142,0.86457,0.82432,0.87558,0.52027,1.24816,4.59609,1.15134,0.000486777,0.000486777,0.000486777,12.54909,35.62274517
264,28560.9,0.91919,3.7929,1.10133,0.8591,0.8305,0.86694,0.52004,1.2471,4.57245,1.14904,0.000466941,0.000466941,0.000466941,12.33882,35.44311541
265,28664.3,0.94803,3.98142,1.11747,0.86445,0.82491,0.8738,0.51989,1.24664,4.55156,1.14861,0.000447606,0.000447606,0.000447606,12.76785,35.28598141
266,28768.2,0.92352,3.8341,1.11545,0.8609,0.83464,0.8823,0.52057,1.24754,4.55584,1.14837,0.000428777,0.000428777,0.000428777,12.433675,35.31781317
267,28875.9,0.92668,3.91808,1.12006,0.86069,0.83416,0.8809,0.52093,1.24666,4.54407,1.14798,0.000410454,0.000410454,0.000410454,12.54827,35.22912068
268,28982.2,0.92658,3.86584,1.10729,0.85922,0.84056,0.88577,0.5229,1.24422,4.51774,1.14786,0.00039264,0.00039264,0.00039264,12.476125,35.03149896
269,29091.3,0.95547,4.0173,1.12315,0.86205,0.84104,0.88573,0.52413,1.2434,4.49485,1.14866,0.000375337,0.000375337,0.000375337,12.86805,34.86059801
270,29198.9,0.934,3.87035,1.12119,0.85331,0.83418,0.87602,0.52138,1.24336,4.4793,1.15085,0.000358546,0.000358546,0.000358546,12.557135,34.74613782
271,29290.3,1.04041,4.18324,1.13708,0.86557,0.83419,0.87942,0.52146,1.24274,4.45913,1.15133,0.00034227,0.00034227,0.00034227,13.691935,34.59531841
272,29381.4,1.00983,3.95328,1.13825,0.87519,0.83433,0.88352,0.51958,1.24141,4.44306,1.1506,0.00032651,0.00032651,0.00032651,13.23438,34.47403977
273,29471.8,1.00315,3.91668,1.12587,0.87456,0.83616,0.88323,0.51956,1.23919,4.42664,1.14901,0.000311268,0.000311268,0.000311268,13.12911,34.3492769
274,29564,1.01009,3.84091,1.1209,0.87522,0.8338,0.88151,0.51902,1.23972,4.41465,1.14912,0.000296546,0.000296546,0.000296546,13.097935,34.25943982
275,29657.3,0.99754,3.84429,1.12793,0.87748,0.83425,0.881,0.51943,1.23972,4.41404,1.14911,0.000282345,0.000282345,0.000282345,13.017735,34.25483352
276,29750.8,1.00866,3.86026,1.10949,0.87824,0.83245,0.8815,0.51958,1.23914,4.40209,1.14903,0.000268667,0.000268667,0.000268667,13.089445,34.165108
277,29844,0.98536,3.78887,1.11319,0.88458,0.82976,0.87861,0.5218,1.23822,4.39143,1.14794,0.000255513,0.000255513,0.000255513,12.848855,34.08404827
278,29935.3,0.99996,3.76848,1.10864,0.88733,0.82636,0.87754,0.52105,1.23805,4.38663,1.14772,0.000242885,0.000242885,0.000242885,12.93114,34.04780933
279,30027.4,0.99156,3.76554,1.11187,0.8885,0.82274,0.87733,0.52029,1.23807,4.37664,1.14761,0.000230784,0.000230784,0.000230784,12.870045,33.97275618
280,30121.6,1.0019,3.76145,1.11885,0.88697,0.82241,0.87846,0.51721,1.23706,4.36646,1.14718,0.000219212,0.000219212,0.000219212,12.953975,33.89595882
281,30214.1,0.98354,3.78097,1.11194,0.88526,0.82128,0.87608,0.51567,1.2362,4.36047,1.14682,0.000208169,0.000208169,0.000208169,12.82543,33.85065725
282,30305.4,1.00631,3.67829,1.10292,0.88997,0.81462,0.87282,0.51357,1.23638,4.35652,1.14607,0.000197658,0.000197658,0.000197658,12.879995,33.82026649
283,30395.8,0.99169,3.71317,1.09786,0.8838,0.81911,0.87347,0.51529,1.23519,4.35297,1.14583,0.000187678,0.000187678,0.000187678,12.797635,33.79338652
284,30487.1,0.98576,3.69437,1.11365,0.88115,0.82368,0.87151,0.51574,1.23545,4.34839,1.14616,0.000178232,0.000178232,0.000178232,12.758045,33.75935235
285,30580.5,0.99546,3.7259,1.10216,0.88144,0.82643,0.87302,0.51462,1.23501,4.34408,1.14538,0.00016932,0.00016932,0.00016932,12.84509,33.72623398
286,30673,0.99842,3.77691,1.10377,0.8816,0.83003,0.87476,0.51694,1.23521,4.34547,1.14544,0.000160943,0.000160943,0.000160943,12.920715,33.73670641
287,30765.1,1.00175,3.70464,1.1077,0.88325,0.82929,0.87483,0.518,1.23501,4.34104,1.14477,0.000153102,0.000153102,0.000153102,12.879315,33.70279965
288,30856.2,1.0027,3.76541,1.11272,0.88428,0.83013,0.87673,0.51779,1.23457,4.33715,1.14477,0.000145798,0.000145798,0.000145798,12.95474,33.6736137
289,30946.4,0.9773,3.71477,1.09841,0.88326,0.83059,0.877,0.51895,1.23449,4.33676,1.14436,0.000139032,0.000139032,0.000139032,12.692135,33.67026855
290,31040,0.99408,3.64386,1.10057,0.8816,0.83133,0.8773,0.51765,1.23389,4.33281,1.14437,0.000132805,0.000132805,0.000132805,12.750315,33.64064421
291,31132.2,0.98931,3.65192,1.10239,0.88051,0.825,0.87495,0.51713,1.2337,4.33537,1.14413,0.000127117,0.000127117,0.000127117,12.72533,33.65959568
292,31224.3,0.99841,3.70112,1.10616,0.8839,0.82965,0.88486,0.51918,1.23369,4.33004,1.14402,0.000121968,0.000121968,0.000121968,12.848435,33.61950295
293,31314.5,0.98511,3.69327,1.12025,0.88006,0.83564,0.88477,0.51935,1.23293,4.32857,1.14366,0.00011736,0.00011736,0.00011736,12.76197,33.60811104
294,31405.8,0.98699,3.65928,1.10725,0.87949,0.83394,0.88289,0.51959,1.23184,4.32985,1.14323,0.000113293,0.000113293,0.000113293,12.72258,33.61727494
295,31498.8,0.98891,3.72721,1.10664,0.88082,0.83659,0.88367,0.51823,1.23196,4.32568,1.14338,0.000109768,0.000109768,0.000109768,12.803995,33.58614465
296,31592.3,0.99077,3.72937,1.11281,0.88005,0.82824,0.88223,0.51794,1.23286,4.32771,1.14371,0.000106784,0.000106784,0.000106784,12.82936,33.60169518
297,31685.3,0.99226,3.88472,1.10591,0.87149,0.83482,0.88059,0.51893,1.23332,4.32339,1.14361,0.000104342,0.000104342,0.000104342,12.985535,33.56919151
298,31778.6,0.98944,3.69872,1.11088,0.8678,0.83991,0.88012,0.51949,1.23363,4.32634,1.14405,0.000102443,0.000102443,0.000102443,12.78584,33.59175366
299,31872.1,0.99113,3.71015,1.1128,0.86753,0.83959,0.88175,0.51868,1.2331,4.32361,1.14425,0.000101086,0.000101086,0.000101086,12.812825,33.57147663
300,31965.4,0.97427,3.67856,1.09526,0.86545,0.83743,0.88082,0.51849,1.23265,4.32223,1.14384,0.000100271,0.000100271,0.000100271,12.628475,33.56071541
